SL.no.,Key,Key_Pair,Flight_UD_s,Flight_DD_s,Dwell_Time_s,Is_Overlap,Session_WPM
375,p,x_p,0.0113465785980224,0.1024787425994873,0.0652179718017578,0,84.64
376,e,p_e,0.4254829883575439,0.4907009601593017,0.0793588161468505,0,84.64
377,r,e_r,0.0702567100524902,0.1496155261993408,0.0776402950286865,0,84.64
378,t,r_t,0.0827524662017822,0.1603927612304687,0.0809977054595947,0,84.64
379,d,t_d,0.1331982612609863,0.214195966720581,0.0468957424163818,0,84.64
380,s,d_s,0.1342182159423828,0.0010199546813964,0.0628013610839843,1,84.64
381,<space>,s_<space>,0.0010151863098144,0.0638165473937988,0.0533483028411865,0,84.64
382,i,<space>_i,0.3660297393798828,0.4193780422210693,0.0631895065307617,0,84.64
383,n,i_n,0.0949180126190185,0.1581075191497802,0.0434470176696777,0,84.64
384,<space>,n_<space>,0.0878701210021972,0.131317138671875,0.0572068691253662,0,84.64
385,t,<space>_t,0.0992615222930908,0.156468391418457,0.0913341045379638,0,84.64
386,h,t_h,0.1846692562103271,0.0854077339172363,0.0656678676605224,1,84.64
387,i,h_i,0.1225652694702148,0.1882331371307373,0.0583231449127197,0,84.64
388,s,i_s,0.0572035312652587,0.1155266761779785,0.0911612510681152,0,84.64
389,<space>,s_<space>,0.0184416770935058,0.1096029281616211,0.0753490924835205,0,84.64
390,u,<space>_u,0.4310371875762939,0.5063862800598145,0.0665535926818847,0,84.64
391,n,u_n,0.1023707389831543,0.168924331665039,0.0675368309020996,0,84.64
392,i,n_i,0.1024897098541259,0.1700265407562255,0.0544407367706298,0,84.64
393,v,i_v,0.0274157524108886,0.0818564891815185,0.0764582157135009,0,84.64
394,e,v_e,0.0814037322998046,0.1578619480133056,0.0609281063079834,0,84.64
395,r,e_r,0.0849325656890869,0.1458606719970703,0.0378303527832031,0,84.64
396,s,r_s,0.0986373424530029,0.136467695236206,0.0772812366485595,0,84.64
397,i,s_i,0.151700735092163,0.0530633926391601,0.0619280338287353,1,84.64
398,t,i_t,0.0690860748291015,0.1310141086578369,0.058997631072998,0,84.64
399,y,t_y,0.0706179141998291,0.1296155452728271,0.0809953212738037,0,84.64
400,a,START,0.0,0.0,0.1041846275329589,1,76.14
401,p,a_p,0.0,0.0858957767486572,0.0466399192810058,1,76.14
402,p,p_p,0.0618393421173095,0.1084792613983154,0.0514802932739257,0,76.14
403,l,p_l,0.0828158855438232,0.134296178817749,0.0541517734527587,0,76.14
404,e,l_e,0.0465655326843261,0.1007173061370849,0.0840852260589599,0,76.14
405,<space>,e_<space>,0.1123242378234863,0.0657587051391601,0.0636548995971679,1,76.14
406,t,<space>_t,0.0530483722686767,0.1167032718658447,0.084965705871582,0,76.14
407,o,t_o,0.1299893856048584,0.0769410133361816,0.032313585281372,1,76.14
408,m,o_m,0.1210100650787353,0.1533236503601074,0.0569849014282226,0,76.14
409,a,m_a,0.0441803932189941,0.1011652946472168,0.0822658538818359,0,76.14
410,t,a_t,0.1047611236572265,0.1870269775390625,0.0871407985687255,0,76.14
411,o,t_o,0.0676252841949462,0.1547660827636718,0.0479943752288818,0,76.14
412,<space>,o_<space>,0.1278126239776611,0.1758069992065429,0.0655596256256103,0,76.14
413,w,<space>_w,0.2148599624633789,0.2804195880889892,0.0778954029083252,0,76.14
414,a,w_a,0.0616085529327392,0.1395039558410644,0.0885975360870361,0,76.14
415,t,a_t,0.0818634033203125,0.1704609394073486,0.0692269802093505,0,76.14
416,e,t_e,0.0945444107055664,0.163771390914917,0.0582869052886962,0,76.14
417,r,e_r,0.0727453231811523,0.1310322284698486,0.0727906227111816,0,76.14
418,<space>,r_<space>,0.111978530883789,0.0392332077026367,0.0555417537689209,1,76.14
419,b,<space>_b,0.0924122333526611,0.147953987121582,0.0420703887939453,0,76.14
420,o,b_o,0.1392779350280761,0.1813483238220214,0.0387740135192871,0,76.14
421,t,o_t,0.027318000793457,0.0660920143127441,0.0677442550659179,0,76.14
422,t,t_t,0.0850212574005127,0.1527655124664306,0.0838186740875244,0,76.14
423,l,t_l,0.0371763706207275,0.1209950447082519,0.0728259086608886,0,76.14
424,e,l_e,0.0312495231628417,0.1040754318237304,0.110891580581665,0,76.14
425,<space>,e_<space>,0.1700589656829834,0.2809505462646484,0.1202859878540039,0,76.14
426,e,<space>_e,0.4531669616699219,0.5734529495239258,0.0808491706848144,0,76.14
427,a,e_a,0.0569641590118408,0.1378133296966552,0.0963780879974365,0,76.14
428,t,a_t,0.10211181640625,0.1984899044036865,0.0785820484161377,0,76.14
429,<space>,t_<space>,0.168302297592163,0.066190481185913,0.0683813095092773,1,76.14
430,a,<space>_a,0.0549392700195312,0.1233205795288086,0.0980482101440429,0,76.14
431,<space>,a_<space>,0.1131608486175537,0.0582215785980224,0.0703999996185302,1,76.14
432,s,<space>_s,0.1217544078826904,0.1921544075012207,0.0816338062286377,0,76.14
433,h,s_h,0.1865105628967285,0.064756155014038,0.0747733116149902,1,76.14
434,u,h_u,0.0916037559509277,0.1663770675659179,0.0668425559997558,0,76.14
435,t,u_t,0.0100224018096923,0.0768649578094482,0.0717856884002685,0,76.14
436,t,t_t,0.0786600112915039,0.1504456996917724,0.0840861797332763,0,76.14
437,l,t_l,0.0063364505767822,0.0904226303100586,0.0689194202423095,0,76.14
438,e,l_e,0.0379652976989746,0.1068847179412841,0.0988874435424804,0,76.14
439,<space>,e_<space>,0.0935771465301513,0.1924645900726318,0.1116878986358642,0,76.14
440,w,<space>_w,0.38775634765625,0.4994442462921142,0.0785369873046875,0,76.14
441,a,w_a,0.0683224201202392,0.1468594074249267,0.0740034580230712,0,76.14
442,t,a_t,0.1005761623382568,0.1745796203613281,0.0724315643310546,0,76.14
443,e,t_e,0.0980777740478515,0.1705093383789062,0.0648164749145507,0,76.14
444,r,e_r,0.0821795463562011,0.1469960212707519,0.0666139125823974,0,76.14
445,<space>,r_<space>,0.0351374149322509,0.1017513275146484,0.0785462856292724,0,76.14
446,h,<space>_h,0.2154948711395263,0.2940411567687988,0.0706675052642822,0,76.14
447,o,h_o,0.136030912399292,0.2066984176635742,0.043487548828125,0,76.14
448,t,o_t,0.0672824382781982,0.1107699871063232,0.0667479038238525,0,76.14
449,t,t_t,0.0918478965759277,0.1585958003997802,0.0775122642517089,0,76.14
450,l,t_l,0.1995315551757812,0.2770438194274902,0.0826425552368164,0,76.14
451,e,l_e,0.0336346626281738,0.1162772178649902,0.0988986492156982,0,76.14
452,<space>,e_<space>,0.1554250717163086,0.2543237209320068,0.0725772380828857,0,76.14
453,t,<space>_t,0.1496393680572509,0.2222166061401367,0.0982320308685302,0,76.14
454,h,t_h,0.2297375202178955,0.0800981521606445,0.0696556568145752,1,76.14
455,r,h_r,0.0499711036682128,0.119626760482788,0.0946049690246582,0,76.14
456,o,r_o,0.1623270511627197,0.2569320201873779,0.0828738212585449,0,76.14
457,t,o_t,0.1320645809173584,0.2149384021759033,0.073127269744873,0,76.14
458,t,t_t,0.0848951339721679,0.158022403717041,0.0759999752044677,0,76.14
459,l,t_l,0.0162715911865234,0.0922715663909912,0.0630810260772705,0,76.14
460,i,START,0.0,0.0,0.0019960403442382,1,113.65
461,<space>,i_<space>,0.0963423252105712,0.0983383655548095,0.0484681129455566,0,113.65
462,a,<space>_a,0.0305147171020507,0.0789828300476074,0.0929930210113525,0,113.65
463,m,a_m,0.1065826416015625,0.0760679244995117,0.0449817180633544,1,113.65
464,<space>,m_<space>,0.06986665725708,0.1148483753204345,0.0525891780853271,0,113.65
465,u,<space>_u,0.1163907051086425,0.1689798831939697,0.0280447006225585,0,113.65
466,s,u_s,0.0485363006591796,0.0765810012817382,0.083301305770874,0,113.65
467,e,s_e,0.0796761512756347,0.1629774570465088,0.0444192886352539,0,113.65
468,r,e_r,0.0736532211303711,0.118072509765625,0.0891861915588378,0,113.65
469,<space>,r_<space>,0.1279249191284179,0.0542716979980468,0.0684208869934082,1,113.65
470,i,START,0.0,0.0,0.0781013965606689,1,81.21
471,<space>,i_<space>,0.0891308784484863,0.1672322750091552,0.0586013793945312,0,81.21
472,a,<space>_a,0.0276122093200683,0.0862135887145996,0.1060681343078613,0,81.21
473,m,a_m,0.0992918014526367,0.0716795921325683,0.0523562431335449,1,81.21
474,<space>,m_<space>,0.0625536441802978,0.1149098873138427,0.0631463527679443,0,81.21
475,u,<space>_u,0.1037220954895019,0.1668684482574463,0.0358233451843261,0,81.21
476,s,u_s,0.0161945819854736,0.0520179271697998,0.0804030895233154,0,81.21
477,e,s_e,0.0646355152130127,0.1450386047363281,0.063934326171875,0,81.21
478,r,e_r,0.0738513469696044,0.1377856731414795,0.0838360786437988,0,81.21
479,<space>,r_<space>,0.0196130275726318,0.1034491062164306,0.0944440364837646,0,81.21
480,2,<space>_2,0.1930925846099853,0.28753662109375,0.0857951641082763,0,81.21
481,<space>,2_<space>,0.3735249042510986,0.459320068359375,0.0816695690155029,0,81.21
482,i,<space>_i,0.2719466686248779,0.3536162376403808,0.0418000221252441,0,81.21
483,<space>,i_<space>,0.1601283550262451,0.2019283771514892,0.0649492740631103,0,81.21
484,a,<space>_a,0.0708124637603759,0.1357617378234863,0.1147663593292236,0,81.21
485,m,a_m,0.139556884765625,0.068744421005249,0.0470213890075683,1,81.21
486,<space>,m_<space>,0.0802159309387207,0.127237319946289,0.0557305812835693,0,81.21
487,u,<space>_u,0.1227791309356689,0.1785097122192382,0.0420107841491699,0,81.21
488,s,u_s,0.0339457988739013,0.0759565830230712,0.0772242546081543,0,81.21
489,e,s_e,0.0646722316741943,0.1418964862823486,0.0583362579345703,0,81.21
490,r,e_r,0.0669493675231933,0.1252856254577636,0.0777118206024169,0,81.21
491,<space>,r_<space>,0.1199691295623779,0.0530197620391845,0.0631816387176513,1,81.21
492,2,<space>_2,0.0832304954528808,0.1464121341705322,0.0648951530456543,0,81.21
493,<space>,2_<space>,0.2104382514953613,0.2753334045410156,0.0833022594451904,0,81.21
494,b,<space>_b,0.0784780979156494,0.1617803573608398,0.0519220829010009,0,81.21
495,r,b_r,0.025317907333374,0.077239990234375,0.0936803817749023,0,81.21
496,o,r_o,0.0287225246429443,0.1224029064178466,0.0405335426330566,0,81.21
497,<space>,o_<space>,0.2030608654022216,0.2435944080352783,0.0933372974395752,0,81.21
498,p,<space>_p,0.0806219577789306,0.1739592552185058,0.0608155727386474,0,81.21
499,r,p_r,0.0020086765289306,0.0628242492675781,0.0603003501892089,0,81.21
500,e,r_e,0.0708835124969482,0.1311838626861572,0.0626585483551025,0,81.21
501,d,e_d,0.198136568069458,0.2607951164245605,0.0639071464538574,0,81.21
502,i,d_i,0.0293664932250976,0.093273639678955,0.0583894252777099,0,81.21
503,c,i_c,0.0179579257965087,0.0763473510742187,0.0941429138183593,0,81.21
504,t,c_t,0.0953879356384277,0.1895308494567871,0.0713756084442138,0,81.21
505,<space>,t_<space>,0.1302554607391357,0.034867525100708,0.0577552318572998,1,81.21
506,m,<space>_m,0.0944511890411377,0.1522064208984375,0.0837149620056152,0,81.21
507,e,m_e,0.1615293025970459,0.0670781135559082,0.0852932929992675,1,81.21
508,b,START,0.0,0.0,0.079833984375,1,89.37
509,r,b_r,0.0402281284332275,0.1200621128082275,0.0978507995605468,0,89.37
510,o,r_o,0.0009994506835937,0.0988502502441406,0.0387794971466064,0,89.37
511,<space>,o_<space>,0.1285145282745361,0.1672940254211425,0.0639264583587646,0,89.37
512,w,<space>_w,0.025684118270874,0.0896105766296386,0.1060121059417724,0,89.37
513,h,w_h,0.1209273338317871,0.095243215560913,0.0501074790954589,1,89.37
514,o,h_o,0.1141481399536132,0.1642556190490722,0.0493693351745605,0,89.37
515,<space>,o_<space>,0.000901460647583,0.0502707958221435,0.0653555393218994,0,89.37
516,d,<space>_d,0.054051399230957,0.1194069385528564,0.0828330516815185,0,89.37
517,o,d_o,0.104621410369873,0.050570011138916,0.0546338558197021,1,89.37
518,<space>,o_<space>,0.1189525127410888,0.173586368560791,0.0539796352386474,0,89.37
519,u,<space>_u,0.1462829113006591,0.2002625465393066,0.053678274154663,0,89.37
520,<space>,u_<space>,0.126234769821167,0.17991304397583,0.0636324882507324,0,89.37
521,t,<space>_t,0.0827515125274658,0.1463840007781982,0.0765674114227294,0,89.37
522,h,t_h,0.1298279762268066,0.0470764636993408,0.05812668800354,1,89.37
523,i,h_i,0.0954759120941162,0.1536026000976562,0.0516715049743652,0,89.37
524,n,i_n,0.0795521736145019,0.1312236785888672,0.0456378459930419,0,89.37
525,k,n_k,0.0703272819519043,0.1159651279449462,0.0591516494750976,0,89.37
526,<space>,k_<space>,0.0810012817382812,0.1401529312133789,0.0429110527038574,0,89.37
527,i,<space>_i,0.123547077178955,0.1664581298828125,0.0372154712677001,0,89.37
528,<space>,i_<space>,0.10146164894104,0.1386771202087402,0.0563161373138427,0,89.37
529,a,<space>_a,0.0449221134185791,0.1012382507324218,0.1049356460571289,0,89.37
530,m,a_m,0.0837965011596679,0.0388743877410888,0.0680146217346191,1,89.37
531,?,<shift_r>_?,0.2446169853210449,0.081045389175415,0.1087143421173095,1,89.37
532,<shift_r>,m_<shift_r>,0.1635715961456298,0.231586217880249,0.1917524337768554,0,89.37
533,i,START,0.0,0.0,0.0019521713256835,1,94.52
534,<space>,i_<space>,0.093320608139038,0.0952727794647216,0.0547246932983398,0,94.52
535,a,<space>_a,0.0715267658233642,0.1262514591217041,0.0961430072784423,0,94.52
536,m,a_m,0.1342749595642089,0.0627481937408447,0.0524690151214599,1,94.52
537,<space>,m_<space>,0.0793437957763671,0.1318128108978271,0.0662870407104492,0,94.52
538,u,<space>_u,0.1100456714630127,0.1763327121734619,0.0607147216796875,0,94.52
539,s,u_s,0.1596901416778564,0.0496444702148437,0.0982985496520996,1,94.52
540,e,s_e,0.0729811191558837,0.1712796688079834,0.052485704421997,0,94.52
541,r,e_r,0.1252782344818115,0.1777639389038086,0.0773208141326904,0,94.52
542,<space>,r_<space>,0.185096263885498,0.0598180294036865,0.0735769271850586,1,94.52
543,3,<space>_3,0.0618813037872314,0.13545823097229,0.0914478302001953,0,94.52
544,<space>,3_<space>,0.1423888206481933,0.2338366508483886,0.0782463550567627,0,94.52
545,i,<space>_i,0.0405032634735107,0.1187496185302734,0.0532255172729492,0,94.52
546,s,i_s,0.1841278076171875,0.2373533248901367,0.1092374324798584,0,94.52
547,<space>,s_<space>,0.2586531639099121,0.0745253562927246,0.0733957290649414,1,94.52
548,t,<space>_t,0.1077423095703125,0.1811380386352539,0.0839655399322509,0,94.52
549,h,t_h,0.1455345153808593,0.0377922058105468,0.0646901130676269,1,94.52
550,i,h_i,0.0999610424041748,0.1646511554718017,0.0672066211700439,0,94.52
551,s,i_s,0.0088565349578857,0.0760631561279296,0.1049821376800537,0,94.52
552,<space>,s_<space>,0.0203025341033935,0.1252846717834472,0.0378541946411132,0,94.52
553,c,<space>_c,0.1492879390716552,0.1871421337127685,0.0850603580474853,0,94.52
554,o,c_o,0.2163436412811279,0.0670557022094726,0.0383746623992919,1,94.52
555,r,o_r,0.1032209396362304,0.1415956020355224,0.0605189800262451,0,94.52
556,r,r_r,0.0751459598541259,0.1356649398803711,0.0647287368774414,0,94.52
557,e,r_e,0.0678246021270752,0.1325533390045166,0.0678572654724121,0,94.52
558,c,e_c,0.098825454711914,0.1666827201843261,0.1055696010589599,0,94.52
559,t,c_t,0.1043472290039062,0.2099168300628662,0.0972862243652343,0,94.52
560,<space>,t_<space>,0.1382770538330078,0.0339298248291015,0.0700397491455078,1,94.52
561,o,<space>_o,0.1202611923217773,0.1903009414672851,0.0540504455566406,0,94.52
562,r,o_r,0.0341243743896484,0.088174819946289,0.0876855850219726,0,94.52
563,<space>,r_<space>,0.1178085803985595,0.0836842060089111,0.0679023265838623,1,94.52
564,w,<space>_w,0.0472629070281982,0.1151652336120605,0.089630126953125,0,94.52
565,r,w_r,0.0955841541290283,0.1852142810821533,0.0913407802581787,0,94.52
566,o,r_o,0.1379868984222412,0.0424027442932128,0.0606815814971923,1,94.52
567,n,o_n,0.0862202644348144,0.1469018459320068,0.0779228210449218,0,94.52
568,g,n_g,0.0263292789459228,0.1042520999908447,0.083644151687622,0,94.52
569,1,START_1,0.0,0.0,0.145,0,7.27
570,1,START_1,0.0,0.0,0.127,0,12.2
571,1,START_1,0.0,0.0,0.075,0,14.87
572,1,START_1,0.0,0.0,0.089,0,14.89
573,1,START_1,0.0,0.0,0.063,0,10.24
574,1,START_1,0.0,0.0,0.102,0,16.3
575,1,START_1,0.0,0.0,0.096,0,10.1
576,1,START_1,0.0,0.0,0.148,0,14.51
577,1,START_1,0.0,0.0,0.099,0,13.48
578,1,START_1,0.0,0.0,0.096,0,8.81
579,t,START_t,0.0,0.0,0.106,0,25.33
580,h,t_h,0.004,0.11,0.066,1,25.33
581,e,h_e,0.001,0.067,0.091,1,25.33
582,p,START_p,0.0,0.0,0.0,0,24.12
583,r,START_r,0.0,0.052,0.109,0,24.12
584,e,p_e,0.001,0.058,0.089,1,24.12
585,c,e_c,0.112,0.201,0.118,1,24.12
586,Enter,c_Enter,0.187,0.305,0.085,1,24.12
587,b,START_b,0.0,0.0,0.094,0,44.06
588,e,b_e,0.002,0.096,0.101,1,44.06
589,h,e_h,0.001,0.102,0.079,1,44.06
590,a,h_a,0.011,0.09,0.126,1,44.06
591,v,a_v,0.109,0.235,0.0,1,44.06
592,i,a_i,0.208,0.099,0.086,0,44.06
593,o,i_o,0.078,0.164,0.0,1,44.06
594,r,i_r,0.141,0.063,0.105,0,44.06
595,Enter,r_Enter,0.051,0.156,0.092,1,44.06
596,s,START_s,0.0,0.0,0.0,0,43.24
597,e,START_e,0.0,0.179,0.089,0,43.24
598,c,e_c,0.119,0.208,0.116,1,43.24
599,u,c_u,0.01,0.126,0.087,1,43.24
600,r,u_r,0.044,0.131,0.0,1,43.24
601,i,u_i,0.115,0.071,0.078,0,43.24
602,t,i_t,0.086,0.164,0.0,1,43.24
603,y,i_y,0.162,0.076,0.077,0,43.24
604,s,START_s,0.0,0.0,0.118,0,25.72
605,u,s_u,0.159,0.277,0.0,1,25.72
606,b,s_b,0.199,0.04,0.099,0,25.72
607,r,b_r,0.064,0.163,0.128,1,25.72
608,t,r_t,0.385,0.513,0.106,1,25.72
609,Backspace,t_Backspace,0.082,0.188,0.078,1,25.72
610,Backspace,Backspace_Backspace,0.08,0.158,0.0,1,25.72
611,t,Backspace_t,0.145,0.065,0.106,0,25.72
612,l,t_l,0.005,0.111,0.076,1,25.72
613,e,l_e,0.018,0.094,0.106,1,25.72
614,t,START_t,0.0,0.0,0.12,0,27.72
615,y,t_y,0.166,0.286,0.123,1,27.72
616,p,y_p,0.07,0.193,0.121,1,27.72
617,i,p_i,0.084,0.205,0.076,1,27.72
618,n,i_n,0.109,0.185,0.0,1,27.72
619,g,i_g,0.2,0.091,0.083,0,27.72
620,c,START_c,0.0,0.0,0.0,0,30.69
621,o,START_o,0.0,0.054,0.063,0,30.69
622,n,o_n,0.114,0.177,0.0,1,30.69
623,s,o_s,0.167,0.053,0.103,0,30.69
624,e,START_e,0.0,0.0,0.119,0,27.43
625,v,e_v,0.051,0.17,0.124,1,27.43
626,e,v_e,0.002,0.126,0.165,1,27.43
627,y,e_y,0.001,0.166,0.079,1,27.43
628,Backspace,y_Backspace,0.355,0.434,0.078,1,27.43
629,r,Backspace_r,0.001,0.079,0.094,1,27.43
630,y,r_y,0.014,0.108,0.089,1,27.43
631,s,START_s,0.0,0.0,0.0,0,31.03
632,e,START_e,0.0,0.091,0.117,0,31.03
633,c,e_c,0.142,0.259,0.062,1,31.03
634,u,c_u,0.035,0.097,0.046,1,31.03
635,r,u_r,0.032,0.078,0.0,1,31.03
636,e,u_e,0.102,0.07,0.101,0,31.03
637,b,START_b,0.0,0.0,0.092,0,11.39
638,h,START,0.0,0.0,0.0200004577636718,1,103.91
639,e,h_e,0.0,0.004000186920166,0.1118855476379394,1,103.91
640,l,e_l,0.0232343673706054,0.1351199150085449,0.0441644191741943,0,103.91
641,l,l_l,0.0650467872619628,0.1092112064361572,0.0558831691741943,0,103.91
642,o,l_o,0.075294017791748,0.1311771869659423,0.0567250251770019,0,103.91
643,<space>,o_<space>,0.000993013381958,0.0577180385589599,0.0845677852630615,0,103.91
644,m,<space>_m,0.0344586372375488,0.1190264225006103,0.0695431232452392,0,103.91
645,y,m_y,0.1076703071594238,0.177213430404663,0.0282843112945556,0,103.91
646,<space>,y_<space>,0.1299538612365722,0.0222835540771484,0.0739428997039794,1,103.91
647,n,<space>_n,0.2684414386749267,0.3423843383789062,0.0497565269470214,0,103.91
648,a,n_a,0.0111517906188964,0.0609083175659179,0.0864810943603515,0,103.91
649,m,a_m,0.0065836906433105,0.0930647850036621,0.0608382225036621,0,103.91
650,e,m_e,0.020684003829956,0.0815222263336181,0.0743970870971679,0,103.91
651,<space>,e_<space>,0.0839061737060546,0.0632221698760986,0.069385290145874,1,103.91
652,i,<space>_i,0.1292130947113037,0.1985983848571777,0.0557112693786621,0,103.91
653,s,i_s,0.0185463428497314,0.0742576122283935,0.1085267066955566,0,103.91
654,<space>,s_<space>,0.008298635482788,0.1168253421783447,0.0552546977996826,0,103.91
655,u,<space>_u,0.122180700302124,0.1774353981018066,0.0445261001586914,0,103.91
656,s,u_s,0.0011873245239257,0.0457134246826171,0.069951057434082,0,103.91
657,e,s_e,0.0670080184936523,0.1369590759277343,0.056516408920288,0,103.91
658,r,e_r,0.0681564807891845,0.1246728897094726,0.084259033203125,0,103.91
659,<space>,r_<space>,0.1278808116912841,0.0597243309020996,0.0788731575012207,1,103.91
660,1,<space>_1,0.05098557472229,0.1298587322235107,0.0725510120391845,0,103.91
661,<space>,1_<space>,0.0138146877288818,0.0863656997680664,0.051957368850708,0,103.91
662,b,<space>_b,0.1060600280761718,0.1580173969268798,0.0547935962677001,0,103.91
663,r,b_r,0.0935466289520263,0.1483402252197265,0.0787467956542968,0,103.91
664,u,r_u,0.0011677742004394,0.0799145698547363,0.0368282794952392,0,103.91
665,h,u_h,0.0876996517181396,0.1245279312133789,0.0790724754333496,0,103.91
666,h,START,0.0,0.0,0.0009992122650146,1,120.14
667,e,h_e,0.0120563507080078,0.0130555629730224,0.0983250141143798,0,120.14
668,l,e_l,0.0500283241271972,0.1483533382415771,0.0426166057586669,0,120.14
669,l,l_l,0.0678555965423584,0.1104722023010253,0.0537440776824951,0,120.14
670,o,l_o,0.073071002960205,0.1268150806427002,0.0592954158782959,0,120.14
671,<space>,o_<space>,0.0302379131317138,0.0895333290100097,0.0678112506866455,0,120.14
672,m,<space>_m,0.0334255695343017,0.1012368202209472,0.0628526210784912,0,120.14
673,y,m_y,0.0637891292572021,0.1266417503356933,0.09552001953125,0,120.14
674,<space>,y_<space>,0.1112964153289794,0.0475072860717773,0.0836684703826904,1,120.14
675,n,<space>_n,0.0677261352539062,0.1513946056365966,0.0505487918853759,0,120.14
676,a,n_a,0.0346834659576416,0.0852322578430175,0.0950510501861572,0,120.14
677,m,a_m,0.1163020133972168,0.0816185474395752,0.0476644039154052,1,120.14
678,e,m_e,0.0262794494628906,0.0739438533782959,0.0632910728454589,0,120.14
679,<space>,e_<space>,0.0742502212524414,0.0479707717895507,0.0640232563018798,1,120.14
680,i,<space>_i,0.0923173427581787,0.1563405990600586,0.0537977218627929,0,120.14
681,s,i_s,0.0375118255615234,0.0913095474243164,0.0756878852844238,0,120.14
682,<space>,s_<space>,0.0010018348693847,0.0766897201538086,0.0638351440429687,0,120.14
683,u,<space>_u,0.0901491641998291,0.1539843082427978,0.0668733119964599,0,120.14
684,s,u_s,0.1518857479095459,0.0617365837097168,0.0620090961456298,1,120.14
685,e,s_e,0.0610063076019287,0.1230154037475586,0.0627036094665527,0,120.14
686,r,e_r,0.0748176574707031,0.1375212669372558,0.073221206665039,0,120.14
687,<space>,r_<space>,0.1241745948791503,0.0493569374084472,0.0720691680908203,1,120.14
688,1,<space>_1,0.0481572151184082,0.1202263832092285,0.0935955047607421,0,120.14
689,<space>,1_<space>,0.118455171585083,0.0702979564666748,0.0551564693450927,1,120.14
690,b,<space>_b,0.0816664695739746,0.1368229389190673,0.0732851028442382,0,120.14
691,r,b_r,0.0254385471343994,0.0987236499786377,0.0799543857574462,0,120.14
692,u,r_u,0.0972392559051513,0.0718007087707519,0.0639820098876953,1,120.14
693,h,u_h,0.0573573112487793,0.1213393211364746,0.0728299617767334,0,120.14
694,h,START,0.0,0.0,0.0140097141265869,1,84.75
695,e,h_e,0.0230975151062011,0.037107229232788,0.0986158847808837,0,84.75
696,l,e_l,0.2013633251190185,0.2999792098999023,0.025193452835083,0,84.75
697,<backspace>,l_<backspace>,0.3114182949066162,0.3366117477416992,0.0457897186279296,0,84.75
698,l,<backspace>_l,0.4738597869873047,0.5196495056152344,0.0425124168395996,0,84.75
699,l,l_l,0.0810236930847168,0.1235361099243164,0.0596785545349121,0,84.75
700,o,l_o,0.1190857887268066,0.1787643432617187,0.0595893859863281,0,84.75
701,<space>,o_<space>,0.0506062507629394,0.1101956367492675,0.0797696113586425,0,84.75
702,i,<space>_i,0.0117199420928955,0.091489553451538,0.0500135421752929,0,84.75
703,<space>,i_<space>,0.1302454471588134,0.1802589893341064,0.057833194732666,0,84.75
704,a,<space>_a,0.0627632141113281,0.1205964088439941,0.0912630558013916,0,84.75
705,m,a_m,0.103860855102539,0.0410976409912109,0.0621743202209472,1,84.75
706,<space>,m_<space>,0.0702202320098877,0.1323945522308349,0.0528206825256347,0,84.75
707,u,<space>_u,0.141946792602539,0.1947674751281738,0.042881965637207,0,84.75
708,s,u_s,0.0260741710662841,0.0689561367034912,0.0816082954406738,0,84.75
709,e,s_e,0.0661239624023437,0.1477322578430175,0.0708725452423095,0,84.75
710,r,e_r,0.0757663249969482,0.1466388702392578,0.073479413986206,0,84.75
711,<space>,r_<space>,0.1211609840393066,0.0453946590423584,0.0721971988677978,1,84.75
712,1,<space>_1,0.0540595054626464,0.1262567043304443,0.1091089248657226,0,84.75
713,<space>,1_<space>,0.20341157913208,0.3125205039978027,0.0760035514831543,0,84.75
714,h,<space>_h,0.0750823020935058,0.1510858535766601,0.0547521114349365,0,84.75
715,o,h_o,0.1118977069854736,0.1666498184204101,0.0548610687255859,0,84.75
716,w,o_w,0.1624965667724609,0.0505988597869873,0.0833981037139892,1,84.75
717,<space>,w_<space>,0.0199756622314453,0.1033737659454345,0.0577354431152343,0,84.75
718,a,<space>_a,0.0280001163482666,0.0857355594635009,0.0582530498504638,0,84.75
719,r,a_r,0.0780708789825439,0.1363239288330078,0.0535109043121337,0,84.75
720,e,r_e,0.0716035366058349,0.1251144409179687,0.0851619243621826,0,84.75
721,<space>,e_<space>,0.1066071987152099,0.035003662109375,0.0632932186126709,1,84.75
722,y,<space>_y,0.1224286556243896,0.1857218742370605,0.0556299686431884,0,84.75
723,o,y_o,0.1246204376220703,0.1802504062652588,0.0458626747131347,0,84.75
724,u,o_u,0.065805435180664,0.1116681098937988,0.0584690570831298,0,84.75
725,<space>,u_<space>,0.0135197639465332,0.071988821029663,0.0642640590667724,0,84.75
726,d,<space>_d,0.0420396327972412,0.1063036918640136,0.1014528274536132,0,84.75
727,o,d_o,0.1035418510437011,0.0615022182464599,0.0588717460632324,1,84.75
728,i,o_i,0.0552265644073486,0.114098310470581,0.0580050945281982,0,84.75
729,n,i_n,0.0766568183898925,0.1346619129180908,0.0533680915832519,0,84.75
730,g,n_g,0.0019130706787109,0.0552811622619628,0.074235200881958,0,84.75
731,<space>,g_<space>,0.0641472339630127,0.0622341632843017,0.067925214767456,1,84.75
732,t,<space>_t,0.0220034122467041,0.0899286270141601,0.0699074268341064,0,84.75
733,o,t_o,0.02854585647583,0.0984532833099365,0.0680954456329345,0,84.75
734,d,o_d,0.0125930309295654,0.0806884765625,0.0670678615570068,0,84.75
